Timestamp,County_x,Code,DEM,REP,IND,NPA,OTHER,DEM VBM,DEM EV,DEM ED,REP VBM,REP EV,REP ED,NPA VBM,NPA EV,NPA ED,OTHER VBM,OTHER EV,OTHER ED,TOTAL,DEM %,REP %,D Raw Margin,R Raw Margin,Diff,Signed Margin,Leader,Rating,DEM New,REP New,IND New,NPA New,OTHER New,Total New,Margin Move,Rating Change,Rating Move,Margin Diff,County_y,Last Updated
"Updated at September 25th, 2026 at 10:46pm",Alachua,ALA,19,1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.95,0.05,18,-18,0.8999999999999999,0.8999999999999999,D,Safe,0,0,0,0,0,0,0.0,No,,No change,Alachua,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Baker,BAK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Baker,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Bay,BAY,19,17,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.5277777777777778,0.4722222222222222,2,-2,0.05555555555555558,0.05555555555555558,D,Lean,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Bay,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Bradford,BRA,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Bradford,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Brevard,BRE,23,7,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0.7666666666666667,0.23333333333333334,16,-16,0.5333333333333334,0.5333333333333334,D,Safe,0,0,0,0,0,0,0.0,No,,No change,Brevard,"Updated at September 25th, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Broward,BRO,57,5,0,18,0,53.0,4.0,0.0,4.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,80,0.9193548387096774,0.08064516129032258,52,-52,0.8387096774193548,0.8387096774193548,D,Safe,0,0,0,0,0,0,0.0,No,,No change,Broward,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Calhoun,CAL,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Calhoun,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Charlotte,CHA,14,10,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.5833333333333334,0.4166666666666667,4,-4,0.16666666666666669,0.16666666666666669,D,Safe,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Charlotte,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Citrus,CIT,7,6,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.5384615384615384,0.46153846153846156,1,-1,0.07692307692307687,0.07692307692307687,D,Lean,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Citrus,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Clay,CLA,21,16,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.5675675675675675,0.43243243243243246,5,-5,0.1351351351351351,0.1351351351351351,D,Likely,0,0,0,0,0,0,0.0,No,,No change,Clay,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Collier,CLL,19,16,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,0.5428571428571428,0.45714285714285713,3,-3,0.08571428571428569,0.08571428571428569,D,Likely,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Collier,"Updated at September 25th, 2026 at 3:06pm"
"Updated at September 25th, 2026 at 10:46pm",Columbia,CLM,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Columbia,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",DeSoto,DES,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,DeSoto,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Dixie,DIX,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Dixie,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Duval,DUV,38,20,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0.6551724137931034,0.3448275862068966,18,-18,0.31034482758620685,0.31034482758620685,D,Safe,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Duval,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Escambia,ESC,28,22,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.56,0.44,6,-6,0.12000000000000005,0.12000000000000005,D,Likely,0,0,0,0,0,0,0.0,No,,+0.00% toward Democrats,Escambia,"Updated at September 25th, 2026 at 7:10pm"
"Updated at September 25th, 2026 at 10:46pm",Flagler,FLA,9,11,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.45,0.55,-2,2,0.10000000000000003,-0.10000000000000003,R,Likely,0,0,0,0,0,0,0.0,No,,-0.00% toward Republicans,Flagler,"Updated at September 23rd, 2026 at 3:49pm"
"Updated at September 25th, 2026 at 10:46pm",Franklin,FRA,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Franklin,"Updated at September 25th, 2026 at 3:06pm"
"Updated at September 25th, 2026 at 10:46pm",Gadsden,GAD,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,-3,3,1.0,-1.0,R,Safe,0,0,0,0,0,0,0.0,No,,No change,Gadsden,"Updated at September 24th, 2026 at 7:01pm"
"Updated at September 25th, 2026 at 10:46pm",Gilchrist,GIL,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Gilchrist,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Glades,GLA,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Glades,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Gulf,GUL,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Gulf,"Updated at September 23rd, 2026 at 11:02am"
"Updated at September 25th, 2026 at 10:46pm",Hamilton,HAM,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,Toss Up,0,0,0,0,0,0,0.0,No,,No change,Hamilton,"Updated at September 23rd, 2026 at 11:02am"
