Timestamp,County_x,Code,DEM,REP,IND,NPA,OTHER,DEM VBM,DEM EV,DEM ED,REP VBM,REP EV,REP ED,NPA VBM,NPA EV,NPA ED,OTHER VBM,OTHER EV,OTHER ED,TOTAL,DEM %,REP %,D Raw Margin,R Raw Margin,Diff,Signed Margin,Leader,Rating,DEM New,REP New,IND New,NPA New,OTHER New,Total New,Margin Move,Rating Change,Rating Move,Margin Diff,County_y,Last Updated
"Updated at August 18th, 2026 at 3:50pm",Alachua,ALA,21347,11703,329,3377,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36884,0.6459001512859304,0.3540998487140696,9644,-9644,0.2918003025718608,0.2918003025718608,D,Safe,632,555,9,120,7,1323,0.0,No,,-0.85% toward Republicans,Alachua,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Baker,BAK,652,4281,19,176,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5146,0.13217109264139468,0.8678289073586053,-3629,3629,0.7356578147172106,-0.7356578147172106,R,Safe,28,186,0,6,2,222,0.0,No,,-0.01% toward Republicans,Baker,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Bay,BAY,5298,19592,202,1574,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26746,0.21285656890317398,0.787143431096826,-14294,14294,0.5742868621936521,-0.5742868621936521,R,Safe,158,817,8,52,6,1041,0.0,No,,-0.41% toward Republicans,Bay,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Bradford,BRA,670,2887,7,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614,0.18836097835254428,0.8116390216474557,-2217,2217,0.6232780432949114,-0.6232780432949114,R,Safe,40,159,3,2,0,204,0.0,No,,+0.15% toward Democrats,Bradford,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Brevard,BRE,31825,56841,1138,9443,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99541,0.35893127015992604,0.641068729840074,-25016,25016,0.282137459680148,-0.282137459680148,R,Safe,608,1746,23,236,11,2624,0.0,No,,-0.55% toward Republicans,Brevard,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Broward,BRO,115722,47251,0,18961,1906,49879.0,41057.0,24786.0,14297.0,15375.0,17579.0,9700.0,4627.0,4634.0,879.0,492.0,535.0,183840,0.7100685389604413,0.2899314610395587,68471,-68471,0.4201370779208826,0.4201370779208826,D,Safe,2694,1648,0,572,59,4973,0.0,No,,-0.49% toward Republicans,Broward,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Calhoun,CAL,491,1829,1,67,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390,0.21163793103448275,0.7883620689655172,-1338,1338,0.5767241379310344,-0.5767241379310344,R,Safe,23,70,0,2,0,95,0.0,No,,+0.30% toward Democrats,Calhoun,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Charlotte,CHA,9656,24426,595,3862,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38665,0.2833167067660349,0.7166832932339652,-14770,14770,0.4333665864679303,-0.4333665864679303,R,Safe,138,793,14,79,2,1026,0.0,No,,-0.76% toward Republicans,Charlotte,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Citrus,CIT,7388,23861,529,3541,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35449,0.23642356555409774,0.7635764344459023,-16473,16473,0.5271528688918046,-0.5271528688918046,R,Safe,123,843,16,79,3,1064,0.0,No,,-0.70% toward Republicans,Citrus,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Clay,CLA,7075,23209,216,1949,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32548,0.23362171443666624,0.7663782855633338,-16134,16134,0.5327565711266675,-0.5327565711266675,R,Safe,239,1014,18,59,6,1336,0.0,No,,-0.37% toward Republicans,Clay,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Collier,CLL,13237,41826,585,5341,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61117,0.2403973630205401,0.7596026369794598,-28589,28589,0.5192052739589197,-0.5192052739589197,R,Safe,285,1279,16,130,7,1717,0.0,No,,-0.34% toward Republicans,Collier,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Columbia,CLM,2693,7684,63,601,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11074,0.2595162378336706,0.7404837621663294,-4991,4991,0.48096752433265877,-0.48096752433265877,R,Safe,125,286,4,31,1,447,0.0,No,,+0.37% toward Democrats,Columbia,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",DeSoto,DES,782,2026,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808,0.27849002849002846,0.7215099715099715,-1244,1244,0.4430199430199431,-0.4430199430199431,R,Safe,22,98,0,0,0,120,0.0,No,,-0.85% toward Republicans,DeSoto,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Dixie,DIX,553,2941,23,229,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757,0.15827132226674298,0.841728677733257,-2388,2388,0.683457355466514,-0.683457355466514,R,Safe,16,104,0,6,0,126,0.0,No,,-0.18% toward Republicans,Dixie,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Duval,DUV,57009,55957,999,8914,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123294,0.5046562682577058,0.4953437317422941,1052,-1052,0.009312536515411696,0.009312536515411696,D,Toss Up,1727,2573,49,341,28,4718,0.0,No,,-0.82% toward Republicans,Duval,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Escambia,ESC,14039,25492,391,3382,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43449,0.3551390048316511,0.6448609951683489,-11453,11453,0.2897219903366978,-0.2897219903366978,R,Safe,448,1069,14,102,12,1645,0.0,No,,-0.48% toward Republicans,Escambia,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Flagler,FLA,8192,15517,262,2518,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26579,0.34552279724998947,0.6544772027500105,-7325,7325,0.30895440550002107,-0.30895440550002107,R,Safe,244,577,10,75,6,912,0.0,No,,-0.35% toward Republicans,Flagler,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Franklin,FRA,637,1376,31,138,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186,0.3164431197218082,0.6835568802781917,-739,739,0.3671137605563835,-0.3671137605563835,R,Safe,24,58,0,10,0,92,0.0,No,,-0.20% toward Republicans,Franklin,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Gadsden,GAD,5499,1838,20,244,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7618,0.7494888919176775,0.25051110808232246,3661,-3661,0.49897778383535507,0.49897778383535507,D,Safe,241,86,4,10,3,344,0.0,No,,-0.12% toward Republicans,Gadsden,"Updated at August 18th, 2026 at 3:50pm"
"Updated at August 18th, 2026 at 3:50pm",Gilchrist,GIL,502,3172,36,165,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888,0.1366358192705498,0.8633641807294502,-2670,2670,0.7267283614589004,-0.7267283614589004,R,Safe,12,165,4,12,0,193,0.0,No,,-0.70% toward Republicans,Gilchrist,"Updated at August 18th, 2026 at 3:50pm"
