Timestamp,County_x,Code,DEM,REP,IND,NPA,OTHER,DEM VBM,DEM EV,DEM ED,REP VBM,REP EV,REP ED,NPA VBM,NPA EV,NPA ED,OTHER VBM,OTHER EV,OTHER ED,TOTAL,DEM %,REP %,D Raw Margin,R Raw Margin,Diff,Signed Margin,Leader,Rating,DEM New,REP New,IND New,NPA New,OTHER New,Total New,Margin Move,Rating Change,Rating Move,Margin Diff,County_y,Last Updated
"Updated at August 18th, 2026 at 6:52pm",Alachua,ALA,25411,14340,396,4082,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44405,0.6392543583809213,0.36074564161907874,11071,-11071,0.2785087167618425,0.2785087167618425,D,Safe,199,130,1,40,1,371,0.0,No,,-0.06% toward Republicans,Alachua,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Baker,BAK,801,5187,23,227,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6261,0.13376753507014028,0.8662324649298597,-4386,4386,0.7324649298597194,-0.7324649298597194,R,Safe,1,36,0,6,0,43,0.0,No,,-0.13% toward Republicans,Baker,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Bay,BAY,6168,23480,245,1918,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31921,0.208041014570966,0.791958985429034,-17312,17312,0.583917970858068,-0.583917970858068,R,Safe,45,232,4,20,7,308,0.0,No,,-0.09% toward Republicans,Bay,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Bradford,BRA,816,3731,7,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4615,0.17945898394545853,0.8205410160545414,-2915,2915,0.6410820321090829,-0.6410820321090829,R,Safe,1,22,0,0,0,23,0.0,No,,-0.14% toward Republicans,Bradford,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Brevard,BRE,36457,67574,1347,11107,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116852,0.35044361776778077,0.6495563822322192,-31117,31117,0.29911276446443846,-0.29911276446443846,R,Safe,187,409,7,83,4,690,0.0,No,,-0.04% toward Republicans,Brevard,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Broward,BRO,135819,57387,0,23115,2346,50364.0,41057.0,44398.0,14452.0,15375.0,27560.0,9800.0,4627.0,8688.0,883.0,492.0,971.0,218667,0.7029750628862458,0.2970249371137542,78432,-78432,0.40595012577249157,0.40595012577249157,D,Safe,2251,1003,0,484,52,3790,0.0,No,,-0.04% toward Republicans,Broward,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Calhoun,CAL,626,2257,2,95,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983,0.2171349288935137,0.7828650711064863,-1631,1631,0.5657301422129726,-0.5657301422129726,R,Safe,10,21,0,0,0,31,0.0,No,,+0.23% toward Democrats,Calhoun,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Charlotte,CHA,10032,25925,608,4043,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40746,0.2789999165670106,0.7210000834329894,-15893,15893,0.44200016686597876,-0.44200016686597876,R,Safe,36,29,1,6,0,72,0.0,No,,+0.10% toward Democrats,Charlotte,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Citrus,CIT,7981,27486,588,3949,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40161,0.22502608058194942,0.7749739194180506,-19505,19505,0.5499478388361012,-0.5499478388361012,R,Safe,29,128,1,12,0,170,0.0,No,,-0.04% toward Republicans,Citrus,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Clay,CLA,8218,27782,255,2340,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38725,0.22827777777777777,0.7717222222222222,-19564,19564,0.5434444444444444,-0.5434444444444444,R,Safe,75,178,1,24,0,278,0.0,No,,+0.10% toward Democrats,Clay,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Collier,CLL,14814,47247,644,6084,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68953,0.23870063324793347,0.7612993667520666,-32433,32433,0.5225987335041331,-0.5225987335041331,R,Safe,104,256,2,65,1,428,0.0,No,,+0.06% toward Democrats,Collier,"Updated at August 18th, 2026 at 6:52pm"
"Updated at August 18th, 2026 at 6:52pm",Columbia,CLM,3120,9039,73,718,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12992,0.2566000493461633,0.7433999506538367,-5919,5919,0.48679990130767337,-0.48679990130767337,R,Safe,12,47,0,4,0,63,0.0,No,,-0.05% toward Republicans,Columbia,"Updated at August 18th, 2026 at 6:52pm"
